corpus_id	eval_id	n_matched_hashes	max_overlap	verdict	rationale
41dad419e0e7cb6a221a11aaa57aa003	code2text_javascript-test-1398	2	0.500	error	unparseable: I'll analyze the issue systematically.  ## Phase 1. READING  The issue describes that CSS selector matching for pseudo-classes containing multiple selectors (`:where()`, `:is()`, `:has()`, and custom
817f80384416ee3ebccca1d13456bf49	code2text_python-test-582	2	0.500	false_positive	The corpus document is an OpenHands agent conversation about a PIL image resize bug fix, with no content related to the eval text's image rotation function and its documentation.
2cbcb6adff2dc467136ce9ef63f69ec4	code2text_python-test-11597	4	0.667	error	unparseable: I'll analyze and fix the URL parameters handling issue in the `linkify` function.  ## Phase 1. READING  The issue is that the `linkify` function in `tornado.escape` doesn't properly handle URLs with m
77ad12996e2b77ec9887ca9e75ba0d41	code2text_python-test-11597	4	0.667	false_positive	The corpus document is an unrelated AI agent session log about the `linkify` function in tornado.escape, and does not contain the `to_unicode` function code from the eval text; any 13-gram overlap is purely coincidental common Python boilerplate.
2bf67d3577582141d21d9f2932b983cc	code2text_python-test-7382	1	0.500	false_positive	The corpus document is an AI agent task log about fixing click's `open_file` atomic parameter and zsh completion, while the eval text is about `get_user_config_dir` function - the 13-gram overlap is coincidental shared boilerplate from the same codebase (click library), not a substantive copy.
2d6cc0ba004549fc7222e0fa42a3f74a	code2text_python-test-14075	10	0.667	false_positive	The corpus document is an OpenHands AI assistant conversation log about fixing a coverage.py trailing-slash bug, with no substantive overlap with the eval text's code or docstrings for PathAliases.map.
60b3130bae535fe2de3ebc002a307481	code2text_python-test-7382	1	0.500	error	unparseable: I'll analyze and fix the issue with `KeepOpenFile` iterator returning lines in reverse order.  ## Phase 1: Reading  The issue is in `click.utils.KeepOpenFile` class - its `__iter__` or `__next__` meth
2a2e0f95d7d1d3933733578b44ef788d	code2text_python-test-7382	1	0.500	false_positive	The 13-gram collision is coincidental; the corpus document is an AI agent session log about fixing an `open_file` bug in Click, and contains no content related to the eval text's `get_user_config_dir` function or its documentation.
c71e3321b292c0b2bbcb752e71a7728d	code2text_python-test-14883	6	1.000	error	unparseable: Looking at the issue, Coverage.py should not overwrite an existing `.gitignore` file when generating HTML reports. Let me find and fix the relevant code.  ## Phase 3. EXPLORATION: Finding the relevant
c93ae954ab5c3b882dd8ef688d0c6e61	code2text_python-test-1905	3	0.667	false_positive	The corpus document is an OpenHands agent task log about implementing DNS-through-proxy support in streamlink, with no content matching the eval text's JSON encoding detection function.
f0c7889e421b2b6795f1055fe6814c89	code2text_python-test-5866	1	0.500	false_positive	The corpus document is an OpenHands AI agent conversation log about fixing a temporal range validation bug in pygeoapi, with no content related to the `parse_agi_result` function from panoramisk/utils.py that appears in the eval text.
7d5127bb680107dae5ae96dcb364c844	code2text_python-test-11597	2	0.500	error	unparseable: Let me analyze the issue and implement the fix.  ## Phase 1. READING  The issue is about Tornado failing to handle malformed `application/x-www-form-urlencoded` POST bodies. When binary/non-UTF-8 byte
7fc8b3bfc6997adb1b63dec2f1f79693	code2text_python-test-7382	1	0.500	false_positive	The corpus document is an AI agent trajectory fixing a different Click issue (_expand_args), and any overlap with the eval text's get_user_config_dir code is coincidental shared library code, not a substantive copy or derivation.
10a12f3d8cf32e563eef7a5123c9eb50	code2text_python-test-7382	1	0.500	error	unparseable: Let me analyze the issue systematically.  ## Phase 1. READING  The issue is about short help generation in Click commands being broken when help text contains periods. Short help is the brief descript
fe6962182b2ad14571990d7ecb4bc99a	code2text_python-test-4160	2	0.500	false_positive	The corpus document is an AI assistant session log about a numpy `setdiff1d` bug fix, sharing no substantive content with the GSEApy enrichment_score implementation in the eval text; the 13-gram overlap is purely coincidental common phrasing.
27d7a8d7151a8f01e68baf46e46b238a	code2text_javascript-test-1398	5	0.667	false_positive	The corpus document is an OpenHands AI assistant conversation about a Python colorlog bug fix, entirely unrelated to the JavaScript phantomjs path-resolution code in the eval text; any shared phrases are coincidental.
baa2573ffe4fe415ad3c17fd3e878ed6	code2text_python-test-1965	1	1.000	error	unparseable: Looking at the eval text, it contains a Python function `get_stream_info` from the Huomao plugin, while the corpus document is a completely unrelated AI assistant task about fixing a bug in that same
df6da2697cf7d169550188f3f0a4bf44	code2text_javascript-test-1398	5	0.667	false_positive	The corpus document is an OpenHands AI agent conversation about fixing a Python bug in khal, with no relationship to the phantomJS path detection JavaScript code in the eval text.
fd96bc0e12bd9ce6c9ce76feca9a35ba	code2text_python-test-3566	2	0.667	false_positive	The corpus document is an OpenHands AI agent system prompt/task log with no connection to the Rollbar pyrollbar source code in the eval text; the 13-gram overlap is purely coincidental common phrasing.
aedb2e98a63ab43d5c67c9cef1f4c631	code2text_python-test-11597	4	0.667	false_positive	The corpus document is an AI agent task-solving session about a tornado `linkify` bug fix, completely unrelated to the `to_unicode` function in the eval text; the 13-gram collision is purely coincidental common boilerplate.
bdf70952d1545b64a70492dc553f0d52	code2text_python-test-4160	2	0.500	false_positive	The corpus document is an AI agent interaction log about fixing a numpy bug and contains no content from the eval text's enrichment_score function implementation or documentation.
e10ad4d31f3fb7122e9c924a855cb1b5	cais/hle-test-765	4	0.500	error	unparseable: I'll work through this systematically to find and fix the RLE encoding issue.  ## Phase 1: Understanding the Problem  The issue is with `_encode_row` in `pydicom/pixels/encoders/native.py`. The RLE en
05ff27d705ad8712168d479f26da7988	cais/hle-test-765	19	0.842	error	unparseable: I'll help you implement the necessary changes to fix the distance cache issue in the DistanceMixin. Let me start by following the phases you outlined.  ## Phase 1. READING: Understanding the Problem
95c9cf09efadb558e54ece88a41c67aa	cais/hle-test-765	9	0.800	error	unparseable: Let me analyze the issue systematically.  ## Phase 1. Understanding the Problem  The issue is in `get_moving_data()` function in gpxpy. When extreme speed outliers exist, the max speed calculation app
7b606b94deee3a8e6f8e102305ca5056	code2text_python-test-5176	1	0.500	error	unparseable: Let me analyze the issue in depth.  ## Phase 1. READING  The issue is about a Python 2/3 compatibility problem: - `ecdsa_raw_recover` is called with a hex string `unsigned_message` (result of `hexdige
3ade41b15dbdf464f097c456536434a6	code2text_python-test-14882	1	1.000	error	unparseable: Let me work through the phases systematically.  ## Phase 1: Reading the Problem  The issue is that `coverage annotate` command prints deprecation warnings to stdout, disrupting tests that check specif
46599abf4368cb40ebc4b8d35d2b73eb	code2text_javascript-test-1398	3	0.500	false_positive	The corpus document is an OpenHands AI agent system prompt and task description about a Python CSS escape function, with no connection to the JavaScript phantomjs path code in the eval text; the 13-gram collision is purely coincidental boilerplate.
4476e8523cddae0a86e90455750f82c7	code2text_javascript-test-1398	2	0.500	false_positive	The corpus document is an OpenHands AI agent conversation about a Python chess library, completely unrelated to the PhantomJS path resolution JavaScript code in the eval text; the 13-gram overlap is coincidental boilerplate (MIT License text).
0623b240d0d0600664178436a82a7978	code2text_python-test-10775	1	0.500	error	unparseable: Let me look at the test file mentioned in the issue:  <tool_call:str_replace_editor>   command: view   path: /testbed/tests/test_numbers.py   view_range: [45, 75] </tool_call:str_replace_editor> </ass
528209374cf2fa4062658962194172c2	code2text_python-test-4160	2	0.500	error	unparseable: Looking at the problem: - `np.ediff1d` with large integers for `to_begin`/`to_end` silently overflows when the values exceed the array's dtype range - Expected: Raise `TypeError` when values can't be
25d42d1e8b4cd74da8e569fe7720eeaa	cais/hle-test-765	4	0.571	false_positive	The corpus document is an unrelated OpenHands AI agent system prompt and software engineering task about a NumPy print options bug, with no content from the evaluation text about recursive sequences.
95b3355c3a29d6683d7386d15bdd9740	code2text_python-test-4160	2	0.500	error	unparseable: I'll fix the incorrect error message in `numpy.ediff1d`. Let me work through this systematically.  ## Phase 1: Understanding the Problem  The issue is a bug in `numpy.ediff1d` where the error message
643423a71b0286e2a0951dd350a2d081	code2text_python-test-11597	4	0.667	error	unparseable: Let me start by exploring the repository structure.  ## Phase 2 & 3. RUNNING & EXPLORATION  Let me find the relevant files:  ```bash find /testbed -type f -name "*.py" | head -20 && echo "---" && grep
