corpus_id	eval_id	n_matched_hashes	max_overlap	verdict	rationale
3dca321ac6c123b36d633ec67192c121	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The only overlap is the common boilerplate phrase 'Which of the given formulas of PL is the best symbolization of the following sentence?' — the actual sentences, answer choices, and logical content are completely different.
a400664c632025da8d69678fa266dfa8	TIGER-Lab/MMLU-Pro-test-10604	3	0.750	false_positive	The corpus document covers a different sentence (about Jose and Aaron) with different propositions and answer choices; the only overlap is common boilerplate phrasing like 'Which of the given formulas of PL is the best symbolization of the following sentence?' which is standard template language.
83eb1bc14a22d75dff8d7b19e703b22d	TIGER-Lab/MMLU-Pro-test-10740	11	0.550	false_positive	The overlap is only in the generic boilerplate instruction phrase about indirect truth tables; the actual propositions, variables, and answer choices are completely different between the two documents.
6bc6653ed931bdd3b41b57ee2b3c04c6	TIGER-Lab/MMLU-Pro-test-10570	19	1.000	false_positive	The overlap is only the shared boilerplate instruction phrase about indirect truth tables; the actual logical arguments, variables, and answer choices are completely different.
3c26aa7626a66058f728cc42a33f9404	TIGER-Lab/MMLU-Pro-test-10740	11	0.550	false_positive	The overlap is coincidental boilerplate instruction text; the corpus document uses entirely different propositions (A, S, W, M, D) and answer choices from the eval text (E, F, G, H, I, J).
535539b393ef877bfb841ce64452da50	TIGER-Lab/MMLU-Pro-test-10605	29	0.967	false_positive	The corpus document involves a different logical argument (F∨R, V⊃(J∧K), ~K / ~F) from the eval text (I≡~J, I∨J / I); the shared phrasing is only common boilerplate instructions for truth table problems.
828a04e5d9769a914646e870bee328a7	TIGER-Lab/MMLU-Pro-test-10604	3	0.750	false_positive	The corpus document asks about a completely different sentence (Jamel/Robin/chaos/atmosphere) with different answer options, sharing only the common boilerplate question format about PL symbolization.
279c1ab81358ffe7860bd330bdec346c	TIGER-Lab/MMLU-Pro-test-10570	19	1.000	false_positive	The 13-gram overlap is only the generic boilerplate instruction ('Use indirect truth tables to determine whether the following argument is valid...'), while the actual logical content—premises, conclusion, variables, and answer choices—are entirely different.
23f18674da480ecad4d3e1b0f00fc453	TIGER-Lab/MMLU-Pro-test-10605	29	1.000	false_positive	The 13-gram overlap is just the shared boilerplate instruction ('Construct a complete truth table for the following argument...') common to many logic problems; the actual arguments, variables, and answer choices are entirely different.
933e08653fe7b0ebddb68351c9ef27fe	TIGER-Lab/MMLU-Pro-test-10740	11	0.550	false_positive	The overlap is only in the shared boilerplate instruction about indirect truth tables and consistent valuations; the actual propositions and answer choices involve entirely different variables and logical formulas.
2572f61ff3b3869417f206cf593a40b2	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The shared 13-gram is just the common question stem 'Which of the given formulas of PL is the best symbolization of the following sentence?' — the actual sentences, answer choices, and logical content are entirely different.
8b352c38d640ed5643980713572d1ef9	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The 13-gram overlap is due to the shared boilerplate question stem ('Which of the given formulas of PL is the best symbolization of the following sentence?'), but the corpus document concerns a completely different sentence about Juan, Alia, and Amanda, not the eval sentence about England, France, China, and South Africa.
855ac882bc2058b58a94fa1d0038d6eb	TIGER-Lab/MMLU-Pro-test-10570	19	1.000	false_positive	The shared text is only the boilerplate instruction phrase for indirect truth table problems; the actual logical arguments, variables, and answer choices are entirely different.
eab0d72d7d6e4bc76e3865c257e8a531	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The overlapping 13-gram is just the common question stem 'Which of the given formulas of PL is the best symbolization of the following sentence?' — the actual logical content, sentence, and answer choices are entirely different.
6690a8fd34301cdcfe7b6bacd7e05005	TIGER-Lab/MMLU-Pro-test-10570	19	1.000	false_positive	The overlap is only the shared boilerplate instruction phrase 'Use indirect truth tables to determine whether the following argument is valid...' which is standard logic textbook phrasing; the actual arguments, variables, and answer choices are entirely different.
10ed59743dc08991be17b21ebc6ead30	TIGER-Lab/MMLU-Pro-test-10605	29	1.000	false_positive	The shared text is only the boilerplate instructions for a truth-table validity question; the actual logical arguments, premises, conclusions, and answer choices are entirely different.
b267e1801981394d14aec82f019ec472	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The corpus document contains a different sentence with different propositions and answer choices; the 13-gram overlap is coincidental boilerplate from the shared question format ('Which of the given formulas of PL is the best symbolization of the following sentence').
d0577e8eac43510f25715ecc7a7b9404	TIGER-Lab/MMLU-Pro-test-10570	19	0.950	false_positive	The corpus document addresses a different logical argument (with variables E, T, U, F) than the eval text (with variables L, M, N, O, P, Q, R); the shared phrasing is just boilerplate instructions common to this type of logic problem.
304846777b8fb5b898d78e39f03702b4	TIGER-Lab/MMLU-Pro-test-10604	3	1.000	false_positive	The overlapping 13-gram is just the boilerplate question stem 'Which of the given formulas of PL is the best symbolization of the following sentence?' — the actual sentences, answer choices, and logical content are entirely different.
92b43de7f3fe6264874236459d38de7e	TIGER-Lab/MMLU-Pro-test-10740	11	0.524	false_positive	The corpus document uses entirely different propositional variables (L, Q, R, K) and different logical formulas than the eval text (E, F, G, H, I, J), making any 13-gram overlap coincidental boilerplate from the shared question format rather than substantive content overlap.
