eval_id	subtree	variant	flagged	max_overlap	eval_chars
turblimp_ellipsis-test-81	lmh/turblimp_ellipsis	paraphrase	0	0.000	153
lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES-test-953	lmh/lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES	verbatim	0	0.000	93
lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES-test-953	lmh/lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES	with_prefix	0	0.000	93
lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES-test-953	lmh/lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES	with_suffix	0	0.000	93
lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES-test-953	lmh/lm_syneval__agreement__subj_rel__plur_MS_EV_MV_sing_ES	paraphrase	0	0.000	93
kmmlu_education-test-12	lmh/kmmlu_education	verbatim	1	1.000	765
kmmlu_education-test-12	lmh/kmmlu_education	with_prefix	1	1.000	765
kmmlu_education-test-12	lmh/kmmlu_education	with_suffix	1	1.000	765
kmmlu_education-test-12	lmh/kmmlu_education	paraphrase	0	0.000	765
belebele_mkd_Cyrl-test-389	lmh/belebele_mkd_Cyrl	verbatim	1	1.000	1871
belebele_mkd_Cyrl-test-389	lmh/belebele_mkd_Cyrl	with_prefix	1	1.000	1871
belebele_mkd_Cyrl-test-389	lmh/belebele_mkd_Cyrl	with_suffix	1	1.000	1871
belebele_mkd_Cyrl-test-389	lmh/belebele_mkd_Cyrl	paraphrase	1	1.000	1871
kmmlu_social_welfare-test-284	lmh/kmmlu_social_welfare	verbatim	1	1.000	353
kmmlu_social_welfare-test-284	lmh/kmmlu_social_welfare	with_prefix	1	1.000	353
kmmlu_social_welfare-test-284	lmh/kmmlu_social_welfare	with_suffix	1	1.000	353
kmmlu_social_welfare-test-284	lmh/kmmlu_social_welfare	paraphrase	0	0.000	353
medqa_4options-test-928	lmh/medqa_4options	verbatim	1	1.000	2041
medqa_4options-test-928	lmh/medqa_4options	with_prefix	1	1.000	2041
medqa_4options-test-928	lmh/medqa_4options	with_suffix	1	1.000	2041
medqa_4options-test-928	lmh/medqa_4options	paraphrase	0	0.062	2041
blimp_nl__adverbial_modification__position_type-test-81	lmh/blimp_nl__adverbial_modification__position_type	verbatim	0	0.000	118
blimp_nl__adverbial_modification__position_type-test-81	lmh/blimp_nl__adverbial_modification__position_type	with_prefix	0	0.000	118
blimp_nl__adverbial_modification__position_type-test-81	lmh/blimp_nl__adverbial_modification__position_type	with_suffix	0	0.000	118
blimp_nl__adverbial_modification__position_type-test-81	lmh/blimp_nl__adverbial_modification__position_type	paraphrase	0	0.000	118
zhoblimp_question_nandao_raising_2-test-186	lmh/zhoblimp_question_nandao_raising_2	verbatim	0	0.000	61
zhoblimp_question_nandao_raising_2-test-186	lmh/zhoblimp_question_nandao_raising_2	with_prefix	0	0.000	61
zhoblimp_question_nandao_raising_2-test-186	lmh/zhoblimp_question_nandao_raising_2	with_suffix	0	0.000	61
zhoblimp_question_nandao_raising_2-test-186	lmh/zhoblimp_question_nandao_raising_2	paraphrase	0	0.000	61
TIGER-Lab/MMLU-Pro-test-2664	aa/mmlu_pro	verbatim	1	1.000	1535
TIGER-Lab/MMLU-Pro-test-2664	aa/mmlu_pro	with_prefix	1	1.000	1535
TIGER-Lab/MMLU-Pro-test-2664	aa/mmlu_pro	with_suffix	1	1.000	1535
TIGER-Lab/MMLU-Pro-test-2664	aa/mmlu_pro	paraphrase	1	1.000	1535
zhoblimp_fci_renhe_subj-test-189	lmh/zhoblimp_fci_renhe_subj	verbatim	0	0.000	53
zhoblimp_fci_renhe_subj-test-189	lmh/zhoblimp_fci_renhe_subj	with_prefix	0	0.000	53
zhoblimp_fci_renhe_subj-test-189	lmh/zhoblimp_fci_renhe_subj	with_suffix	0	0.000	53
zhoblimp_fci_renhe_subj-test-189	lmh/zhoblimp_fci_renhe_subj	paraphrase	0	0.000	53
zhoblimp_question_nandao_negation-test-181	lmh/zhoblimp_question_nandao_negation	verbatim	0	0.000	63
zhoblimp_question_nandao_negation-test-181	lmh/zhoblimp_question_nandao_negation	with_prefix	0	0.000	63
zhoblimp_question_nandao_negation-test-181	lmh/zhoblimp_question_nandao_negation	with_suffix	0	0.000	63
zhoblimp_question_nandao_negation-test-181	lmh/zhoblimp_question_nandao_negation	paraphrase	0	0.000	63
belebele_apc_Arab-test-214	lmh/belebele_apc_Arab	verbatim	1	1.000	987
belebele_apc_Arab-test-214	lmh/belebele_apc_Arab	with_prefix	1	1.000	987
belebele_apc_Arab-test-214	lmh/belebele_apc_Arab	with_suffix	1	1.000	987
belebele_apc_Arab-test-214	lmh/belebele_apc_Arab	paraphrase	0	0.000	987
turblimp_argument_structure_ditransitive-test-686	lmh/turblimp_argument_structure_ditransitive	verbatim	0	0.000	199
turblimp_argument_structure_ditransitive-test-686	lmh/turblimp_argument_structure_ditransitive	with_prefix	0	0.000	199
turblimp_argument_structure_ditransitive-test-686	lmh/turblimp_argument_structure_ditransitive	with_suffix	0	0.000	199
turblimp_argument_structure_ditransitive-test-686	lmh/turblimp_argument_structure_ditransitive	paraphrase	0	0.000	199
kmmlu_energy_management-test-273	lmh/kmmlu_energy_management	verbatim	1	1.000	246
kmmlu_energy_management-test-273	lmh/kmmlu_energy_management	with_prefix	1	1.000	246
kmmlu_energy_management-test-273	lmh/kmmlu_energy_management	with_suffix	1	1.000	246
kmmlu_energy_management-test-273	lmh/kmmlu_energy_management	paraphrase	0	0.000	246
blimp_nl__topicalization__question_similarity_1-test-89	lmh/blimp_nl__topicalization__question_similarity_1	verbatim	0	0.000	99
blimp_nl__topicalization__question_similarity_1-test-89	lmh/blimp_nl__topicalization__question_similarity_1	with_prefix	0	0.000	99
blimp_nl__topicalization__question_similarity_1-test-89	lmh/blimp_nl__topicalization__question_similarity_1	with_suffix	0	0.000	99
blimp_nl__topicalization__question_similarity_1-test-89	lmh/blimp_nl__topicalization__question_similarity_1	paraphrase	0	0.000	99
blimp_nl__adverbial_modification__position_type-test-87	lmh/blimp_nl__adverbial_modification__position_type	verbatim	0	0.000	154
blimp_nl__adverbial_modification__position_type-test-87	lmh/blimp_nl__adverbial_modification__position_type	with_prefix	0	0.000	154
blimp_nl__adverbial_modification__position_type-test-87	lmh/blimp_nl__adverbial_modification__position_type	with_suffix	0	0.000	154
blimp_nl__adverbial_modification__position_type-test-87	lmh/blimp_nl__adverbial_modification__position_type	paraphrase	0	0.000	154
belebele_acm_Arab-test-663	lmh/belebele_acm_Arab	verbatim	1	1.000	1315
belebele_acm_Arab-test-663	lmh/belebele_acm_Arab	with_prefix	1	1.000	1315
belebele_acm_Arab-test-663	lmh/belebele_acm_Arab	with_suffix	1	1.000	1315
belebele_acm_Arab-test-663	lmh/belebele_acm_Arab	paraphrase	0	0.000	1315
belebele_lug_Latn-test-73	lmh/belebele_lug_Latn	verbatim	1	1.000	1332
belebele_lug_Latn-test-73	lmh/belebele_lug_Latn	with_prefix	1	1.000	1332
belebele_lug_Latn-test-73	lmh/belebele_lug_Latn	with_suffix	1	1.000	1332
belebele_lug_Latn-test-73	lmh/belebele_lug_Latn	paraphrase	0	0.000	1332
zhoblimp_left_adverbial_b-test-87	lmh/zhoblimp_left_adverbial_b	verbatim	0	0.000	63
zhoblimp_left_adverbial_b-test-87	lmh/zhoblimp_left_adverbial_b	with_prefix	0	0.000	63
zhoblimp_left_adverbial_b-test-87	lmh/zhoblimp_left_adverbial_b	with_suffix	0	0.000	63
zhoblimp_left_adverbial_b-test-87	lmh/zhoblimp_left_adverbial_b	paraphrase	0	0.000	63
blimp_nl__relativization__island-test-68	lmh/blimp_nl__relativization__island	verbatim	1	1.000	194
blimp_nl__relativization__island-test-68	lmh/blimp_nl__relativization__island	with_prefix	1	1.000	194
blimp_nl__relativization__island-test-68	lmh/blimp_nl__relativization__island	with_suffix	1	1.000	194
blimp_nl__relativization__island-test-68	lmh/blimp_nl__relativization__island	paraphrase	0	0.000	194
bbh_fewshot_boolean_expressions-test-186	lmh/bbh_fewshot_boolean_expressions	verbatim	0	0.000	100
bbh_fewshot_boolean_expressions-test-186	lmh/bbh_fewshot_boolean_expressions	with_prefix	0	0.000	100
bbh_fewshot_boolean_expressions-test-186	lmh/bbh_fewshot_boolean_expressions	with_suffix	0	0.000	100
bbh_fewshot_boolean_expressions-test-186	lmh/bbh_fewshot_boolean_expressions	paraphrase	0	0.000	100
bbh_cot_zeroshot_ruin_names-test-62	lmh/bbh_cot_zeroshot_ruin_names	verbatim	1	1.000	406
bbh_cot_zeroshot_ruin_names-test-62	lmh/bbh_cot_zeroshot_ruin_names	with_prefix	1	1.000	406
bbh_cot_zeroshot_ruin_names-test-62	lmh/bbh_cot_zeroshot_ruin_names	with_suffix	1	1.000	406
bbh_cot_zeroshot_ruin_names-test-62	lmh/bbh_cot_zeroshot_ruin_names	paraphrase	0	0.000	406
